id,url,creation
2823,http://www.site.org/webpage2823.html,1998-01-30
2824,http://www.site.org/webpage2824.html,1999-12-28
2825,http://www.site.org/webpage2825.html,2020-11-29
2826,http://www.site.org/webpage2826.html,2003-11-29
2827,http://www.site.org/webpage2827.html,2017-03-14
2828,http://www.site.org/webpage2828.html,2021-11-10
2829,http://www.site.org/webpage2829.html,2013-04-20
2830,http://www.site.org/webpage2830.html,2016-02-12
2831,http://www.site.org/webpage2831.html,1993-05-30
2832,http://www.site.org/webpage2832.html,1998-09-09
2833,http://www.site.org/webpage2833.html,1993-02-11
2834,http://www.site.org/webpage2834.html,1994-01-22
2835,http://www.site.org/webpage2835.html,1999-09-11
2836,http://www.site.org/webpage2836.html,2011-10-22
2837,http://www.site.org/webpage2837.html,2000-01-16
2838,http://www.site.org/webpage2838.html,2010-05-19
2839,http://www.site.org/webpage2839.html,2001-07-31
2840,http://www.site.org/webpage2840.html,2007-10-11
2841,http://www.site.org/webpage2841.html,2010-09-23
2842,http://www.site.org/webpage2842.html,2007-05-12
2843,http://www.site.org/webpage2843.html,2003-09-06
2844,http://www.site.org/webpage2844.html,1995-11-06
2845,http://www.site.org/webpage2845.html,1994-04-01
2846,http://www.site.org/webpage2846.html,2014-08-25
2847,http://www.site.org/webpage2847.html,2007-07-24
2848,http://www.site.org/webpage2848.html,2006-02-13
2849,http://www.site.org/webpage2849.html,2021-09-10
2850,http://www.site.org/webpage2850.html,1993-10-20
2851,http://www.site.org/webpage2851.html,2018-01-12
2852,http://www.site.org/webpage2852.html,1995-05-07
2853,http://www.site.org/webpage2853.html,1997-10-18
2854,http://www.site.org/webpage2854.html,1992-12-05
2855,http://www.site.org/webpage2855.html,2005-03-04
2856,http://www.site.org/webpage2856.html,2016-04-13
2857,http://www.site.org/webpage2857.html,2005-07-11
2858,http://www.site.org/webpage2858.html,1992-08-12
2859,http://www.site.org/webpage2859.html,2006-05-02
2860,http://www.site.org/webpage2860.html,2009-12-28
2861,http://www.site.org/webpage2861.html,1996-04-01
2862,http://www.site.org/webpage2862.html,2017-09-06
2863,http://www.site.org/webpage2863.html,2016-08-21
2864,http://www.site.org/webpage2864.html,2021-06-10
2865,http://www.site.org/webpage2865.html,2017-01-10
2866,http://www.site.org/webpage2866.html,2000-07-08
2867,http://www.site.org/webpage2867.html,2007-11-26
2868,http://www.site.org/webpage2868.html,2008-07-06
2869,http://www.site.org/webpage2869.html,2016-11-25
2870,http://www.site.org/webpage2870.html,2010-09-28
2871,http://www.site.org/webpage2871.html,2015-04-13
2872,http://www.site.org/webpage2872.html,2004-12-22
2873,http://www.site.org/webpage2873.html,2022-03-05
2874,http://www.site.org/webpage2874.html,2002-10-31
2875,http://www.site.org/webpage2875.html,1997-04-20
2876,http://www.site.org/webpage2876.html,2004-04-08
2877,http://www.site.org/webpage2877.html,2007-09-11
2878,http://www.site.org/webpage2878.html,1998-02-26
2879,http://www.site.org/webpage2879.html,1994-03-17
2880,http://www.site.org/webpage2880.html,1994-01-26
2881,http://www.site.org/webpage2881.html,2008-09-28
2882,http://www.site.org/webpage2882.html,2015-05-14
2883,http://www.site.org/webpage2883.html,2012-07-07
2884,http://www.site.org/webpage2884.html,2020-04-22
2885,http://www.site.org/webpage2885.html,1992-02-04
2886,http://www.site.org/webpage2886.html,2007-04-05
2887,http://www.site.org/webpage2887.html,1998-08-03
2888,http://www.site.org/webpage2888.html,1999-10-29
2889,http://www.site.org/webpage2889.html,1996-06-11
2890,http://www.site.org/webpage2890.html,2012-08-06
2891,http://www.site.org/webpage2891.html,2008-02-22
2892,http://www.site.org/webpage2892.html,2018-09-08
2893,http://www.site.org/webpage2893.html,2015-05-23
2894,http://www.site.org/webpage2894.html,2008-10-08
2895,http://www.site.org/webpage2895.html,2010-11-25
2896,http://www.site.org/webpage2896.html,2012-03-08
2897,http://www.site.org/webpage2897.html,1992-01-15
2898,http://www.site.org/webpage2898.html,2012-03-04
2899,http://www.site.org/webpage2899.html,2008-09-13
2900,http://www.site.org/webpage2900.html,1992-02-07
2901,http://www.site.org/webpage2901.html,2000-08-06
2902,http://www.site.org/webpage2902.html,2004-06-01
2903,http://www.site.org/webpage2903.html,2014-05-03
2904,http://www.site.org/webpage2904.html,2021-08-16
2905,http://www.site.org/webpage2905.html,2009-09-04
2906,http://www.site.org/webpage2906.html,2021-03-31
2907,http://www.site.org/webpage2907.html,2021-11-21
2908,http://www.site.org/webpage2908.html,2015-05-29
2909,http://www.site.org/webpage2909.html,1994-09-27
2910,http://www.site.org/webpage2910.html,2019-11-13
2911,http://www.site.org/webpage2911.html,2010-03-31
2912,http://www.site.org/webpage2912.html,2011-04-20
2913,http://www.site.org/webpage2913.html,2013-10-14
2914,http://www.site.org/webpage2914.html,2003-08-11
2915,http://www.site.org/webpage2915.html,2005-09-16
2916,http://www.site.org/webpage2916.html,1999-02-19
2917,http://www.site.org/webpage2917.html,1999-05-01
2918,http://www.site.org/webpage2918.html,2013-10-19
2919,http://www.site.org/webpage2919.html,2021-01-07
2920,http://www.site.org/webpage2920.html,2003-10-09
2921,http://www.site.org/webpage2921.html,2001-11-12
2922,http://www.site.org/webpage2922.html,2005-08-30
2923,http://www.site.org/webpage2923.html,2002-06-01
2924,http://www.site.org/webpage2924.html,2012-11-29
2925,http://www.site.org/webpage2925.html,2010-12-01
2926,http://www.site.org/webpage2926.html,2019-06-27
2927,http://www.site.org/webpage2927.html,2016-01-09
2928,http://www.site.org/webpage2928.html,1999-03-02
2929,http://www.site.org/webpage2929.html,1996-10-13
2930,http://www.site.org/webpage2930.html,2018-05-10
2931,http://www.site.org/webpage2931.html,2002-01-29
2932,http://www.site.org/webpage2932.html,2004-11-18
2933,http://www.site.org/webpage2933.html,1992-09-25
2934,http://www.site.org/webpage2934.html,2016-01-01
2935,http://www.site.org/webpage2935.html,2008-12-25
2936,http://www.site.org/webpage2936.html,1992-07-23
2937,http://www.site.org/webpage2937.html,2008-10-09
2938,http://www.site.org/webpage2938.html,2008-06-13
2939,http://www.site.org/webpage2939.html,1998-11-15
2940,http://www.site.org/webpage2940.html,2010-08-08
2941,http://www.site.org/webpage2941.html,2004-02-12
2942,http://www.site.org/webpage2942.html,2004-03-30
2943,http://www.site.org/webpage2943.html,2014-05-21
2944,http://www.site.org/webpage2944.html,1997-04-05
2945,http://www.site.org/webpage2945.html,2021-03-11
2946,http://www.site.org/webpage2946.html,2021-05-02
2947,http://www.site.org/webpage2947.html,2014-05-07
2948,http://www.site.org/webpage2948.html,2016-10-04
2949,http://www.site.org/webpage2949.html,1990-10-20
2950,http://www.site.org/webpage2950.html,1995-06-29
2951,http://www.site.org/webpage2951.html,2006-01-13
2952,http://www.site.org/webpage2952.html,2019-10-13
2953,http://www.site.org/webpage2953.html,1994-02-24
2954,http://www.site.org/webpage2954.html,2022-01-12
2955,http://www.site.org/webpage2955.html,2001-02-28
2956,http://www.site.org/webpage2956.html,2018-02-23
2957,http://www.site.org/webpage2957.html,1997-04-29
2958,http://www.site.org/webpage2958.html,1996-02-02
2959,http://www.site.org/webpage2959.html,1996-10-24
2960,http://www.site.org/webpage2960.html,1999-12-04
2961,http://www.site.org/webpage2961.html,1996-04-27
2962,http://www.site.org/webpage2962.html,2009-02-19
2963,http://www.site.org/webpage2963.html,2016-10-25
2964,http://www.site.org/webpage2964.html,1999-06-30
2965,http://www.site.org/webpage2965.html,2019-01-03
2966,http://www.site.org/webpage2966.html,2013-11-04
2967,http://www.site.org/webpage2967.html,2005-08-03
2968,http://www.site.org/webpage2968.html,2022-01-30
2969,http://www.site.org/webpage2969.html,1994-01-08
2970,http://www.site.org/webpage2970.html,2009-12-06
2971,http://www.site.org/webpage2971.html,2002-02-16
2972,http://www.site.org/webpage2972.html,2003-12-21
2973,http://www.site.org/webpage2973.html,2012-08-21
2974,http://www.site.org/webpage2974.html,1993-07-10
2975,http://www.site.org/webpage2975.html,2016-11-23
2976,http://www.site.org/webpage2976.html,2017-07-21
2977,http://www.site.org/webpage2977.html,2004-11-19
2978,http://www.site.org/webpage2978.html,1993-05-03
2979,http://www.site.org/webpage2979.html,1997-03-29
2980,http://www.site.org/webpage2980.html,2019-05-05
2981,http://www.site.org/webpage2981.html,1990-10-18
2982,http://www.site.org/webpage2982.html,2007-07-04
2983,http://www.site.org/webpage2983.html,2016-05-17
2984,http://www.site.org/webpage2984.html,1995-09-13
2985,http://www.site.org/webpage2985.html,1994-01-18
2986,http://www.site.org/webpage2986.html,2003-09-14
2987,http://www.site.org/webpage2987.html,2010-02-16
2988,http://www.site.org/webpage2988.html,2021-02-10
2989,http://www.site.org/webpage2989.html,2017-10-06
2990,http://www.site.org/webpage2990.html,2015-10-18
2991,http://www.site.org/webpage2991.html,1992-11-22
2992,http://www.site.org/webpage2992.html,2020-08-13
2993,http://www.site.org/webpage2993.html,2016-11-15
2994,http://www.site.org/webpage2994.html,1998-03-22
2995,http://www.site.org/webpage2995.html,1997-11-18
2996,http://www.site.org/webpage2996.html,2006-10-11
2997,http://www.site.org/webpage2997.html,2008-07-21
2998,http://www.site.org/webpage2998.html,2013-12-29
2999,http://www.site.org/webpage2999.html,2016-11-22
3000,http://www.site.org/webpage3000.html,2021-11-19
3001,http://www.site.org/webpage3001.html,1992-07-10
3002,http://www.site.org/webpage3002.html,1996-05-07
3003,http://www.site.org/webpage3003.html,2015-09-10
3004,http://www.site.org/webpage3004.html,2021-04-02
3005,http://www.site.org/webpage3005.html,2021-07-04
3006,http://www.site.org/webpage3006.html,2019-12-30
3007,http://www.site.org/webpage3007.html,2010-08-29
3008,http://www.site.org/webpage3008.html,1995-03-22
3009,http://www.site.org/webpage3009.html,2014-01-04
3010,http://www.site.org/webpage3010.html,2010-07-28
3011,http://www.site.org/webpage3011.html,2010-07-11
3012,http://www.site.org/webpage3012.html,2001-01-21
3013,http://www.site.org/webpage3013.html,2000-03-14
3014,http://www.site.org/webpage3014.html,2005-10-25
3015,http://www.site.org/webpage3015.html,2019-10-26
3016,http://www.site.org/webpage3016.html,2014-06-11
3017,http://www.site.org/webpage3017.html,2017-01-05
3018,http://www.site.org/webpage3018.html,2004-01-09
3019,http://www.site.org/webpage3019.html,2005-09-30
3020,http://www.site.org/webpage3020.html,1992-05-05
3021,http://www.site.org/webpage3021.html,2019-07-04
3022,http://www.site.org/webpage3022.html,1993-10-27
3023,http://www.site.org/webpage3023.html,2015-10-31
3024,http://www.site.org/webpage3024.html,1995-05-11
3025,http://www.site.org/webpage3025.html,2020-04-23
3026,http://www.site.org/webpage3026.html,1995-06-20
3027,http://www.site.org/webpage3027.html,2009-04-17
3028,http://www.site.org/webpage3028.html,2018-03-27
3029,http://www.site.org/webpage3029.html,2002-01-28
3030,http://www.site.org/webpage3030.html,2012-01-11
3031,http://www.site.org/webpage3031.html,1999-03-12
3032,http://www.site.org/webpage3032.html,2003-05-29
3033,http://www.site.org/webpage3033.html,2007-09-03
3034,http://www.site.org/webpage3034.html,2018-09-30
3035,http://www.site.org/webpage3035.html,2006-02-05
3036,http://www.site.org/webpage3036.html,2001-01-03
3037,http://www.site.org/webpage3037.html,2013-10-08
